# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.10.0
#@/tick	116448
#@/user_id	desktop
a 	啊	c=174 d=2.53214 t=116448
niu zhuan 	扭轉	c=9 d=2.07255e-15 t=116448
niu zhuan xia 	扭轉下	c=2 d=8.4467e-15 t=116448
nong cun 	農村	c=4 d=5.20853e-147 t=116448
nong hun 	弄混	c=1 d=2.04023e-36 t=116448
nong le 	弄了	c=1 d=7.57826e-209 t=116448
nong luan 	弄亂	c=1 d=0.219808 t=116448
nu 	怒	c=0 d=1.62094e-242 t=116448
nu li 	努力	c=3 d=1.56182e-10 t=116448
nuan 	暖	c=2 d=1.96766e-131 t=116448
nuo 	挪	c=32 d=1.01598e-10 t=116448
nuo dao 	挪到	c=7 d=1.3113e-12 t=116448
nuo dong 	挪動	c=1 d=4.79137e-227 t=116448
nuo le 	挪了	c=1 d=2.29801e-24 t=116448
nuo wei 	挪威	c=1 d=8.41889e-35 t=116448
nuo xia 	挪下	c=2 d=1.43763e-94 t=116448
nuo yi xia 	挪一下	c=1 d=4.34959e-236 t=116448
nv 	女	c=3 d=9.3421e-112 t=116448
nv ce 	女廁	c=1 d=1.07712e-168 t=116448
nv er 	女兒	c=3 d=1 t=116448
nv peng you 	女朋友	c=5 d=0.402525 t=116448
nv shang 	女上	c=1 d=0.965605 t=116448
nv sheng 	女生	c=1 d=0.479506 t=116448
nv xing 	女性	c=1 d=1.06203e-149 t=116448
nv zhu 	女主	c=1 d=0.264477 t=116448
o 	哦	c=44 d=0.851556 t=116448
o bu dui 	哦不對	c=1 d=1.18024e-126 t=116448
o cu mu 	哦醋母	c=1 d=7.14423e-221 t=116448
o dui 	哦對	c=2 d=3.73327e-115 t=116448
o o 	哦哦	c=15 d=4.76126e-06 t=116448
o o o 	哦哦哦	c=1 d=0.13332 t=116448
o ping lun 	哦評論	c=1 d=7.28732e-219 t=116448
ou 	偶	c=4 d=2.92134e-24 t=116448
ou er 	偶爾	c=3 d=0.740819 t=116448
ou he 	耦合	c=6 d=1.56738e-37 t=116448
ou ke 	鷗科	c=4 d=6.39325e-91 t=116448
ou mei 	歐美	c=3 d=1.90335e-34 t=116448
ou shu 	偶數	c=2 d=2.12013e-76 t=116448
ou xian 	偶線	c=1 d=1.47373e-121 t=116448
ou yuan 	歐元	c=0 d=2.44021e-143 t=116448
pa 	怕	c=9 d=4.9733e-48 t=116448
pa 	爬	c=2 d=5.94077e-51 t=116448
pa 	趴	c=1 d=2.34652e-152 t=116448
pa sha 	怕啥	c=1 d=6.4994e-167 t=116448
pa shan 	爬山	c=1 d=2.75065e-51 t=116448
pai 	拍	c=3 d=1.27629e-164 t=116448
pai 	排	c=23 d=0.0236541 t=116448
pai ban 	拍板	c=5 d=2.33227e-51 t=116448
pai ban 	排版	c=5 d=2.34396e-51 t=116448
pai cha 	排查	c=58 d=0.298197 t=116448
pai cha dao 	排查到	c=1 d=4.14377e-107 t=116448
pai cha le 	排查了	c=2 d=0.226503 t=116448
pai cha xia 	排查下	c=5 d=2.24496e-90 t=116448
pai chi 	排斥	c=1 d=0.0675424 t=116448
pai chu 	排出	c=5 d=0.782705 t=116448
pai chu 	排除	c=5 d=1.93123 t=116448
pai lie 	排列	c=2 d=1.42212e-164 t=116448
pai nao dai 	拍腦袋	c=1 d=2.73516e-14 t=116448
pai qi 	排期	c=39 d=5.66097e-07 t=116448
pai qi liang 	排氣量	c=2 d=1.9605 t=116448
pai qiu 	排球	c=1 d=2.99705e-119 t=116448
pai she 	拍攝	c=1 d=3.23078e-32 t=116448
pai xu 	排序	c=14 d=0.980199 t=116448
pai zhao 	拍照	c=2 d=1.25225e-58 t=116448
pan 	潘	c=2 d=0.927743 t=116448
pan 	盤	c=17 d=7.77666e-72 t=116448
pan duan 	判斷	c=191 d=0.91854 t=116448
pan duan lei xing 	判斷類型	c=1 d=5.27011e-171 t=116448
pan duan xia 	判斷下	c=1 d=3.40869e-45 t=116448
pang bian 	旁邊	c=2 d=3.17685e-128 t=116448
pang le 	胖了	c=1 d=0.782705 t=116448
pao 	拋	c=3 d=1.68102e-228 t=116448
pao 	炮	c=1 d=4.68866e-178 t=116448
pao 	跑	c=158 d=2.80904 t=116448
pao bu chu 	跑不出	c=1 d=1.64084e-120 t=116448
pao chu 	拋出	c=1 d=3.16953e-189 t=116448
pao chu 	跑出	c=5 d=3.98981e-44 t=116448
pao chu lai 	拋出來	c=7 d=4.47606e-44 t=116448
pao chu lai 	跑出來	c=1 d=1.67844e-210 t=116448
pao dao 	跑到	c=2 d=1.43608e-140 t=116448
pao dao le 	跑到了	c=1 d=1.08733e-220 t=116448
pao de 	跑得	c=1 d=2.70797e-161 t=116448
pao duan 	跑端	c=1 d=9.42735e-160 t=116448
pao guo 	跑過	c=1 d=1.76785e-56 t=116448
pao guo qu 	跑過去	c=3 d=0.494108 t=116448
pao hui lai 	跑回來	c=1 d=2.18126e-87 t=116448
pao jiao ben 	跑腳本	c=1 d=2.12351e-183 t=116448
pao le 	跑了	c=7 d=1.75903e-56 t=116448
pao lu 	跑路	c=10 d=0.00382958 t=116448
pao lu le 	跑路了	c=1 d=1.04306e-231 t=116448
pao ma deng 	跑馬燈	c=1 d=1.008e-123 t=116448
pao man 	跑滿	c=1 d=1.06546e-40 t=116448
pao qi 	拋棄	c=7 d=0.285076 t=116448
pao qi lai 	跑起來	c=1 d=0.96079 t=116448
pao shu ju 	跑數據	c=1 d=9.05887e-44 t=116448
pao wan 	跑完	c=2 d=1.28233e-102 t=116448
pao xia 	拋下	c=2 d=1.60939e-157 t=116448
pao xia 	跑下	c=4 d=1.03425e-102 t=116448
pao yi fen 	跑一份	c=1 d=5.00249e-58 t=116448
pao yi xia 	跑一下	c=3 d=2.95582e-15 t=116448
pao yue ya mian 	跑月牙面	c=1 d=4.07179e-48 t=116448
pei 	配	c=4 d=7.50456e-06 t=116448
pei 	陪	c=1 d=3.18658e-17 t=116448
pei ou 	配偶	c=1 d=1.73091e-131 t=116448
pei se 	配色	c=2 d=1.0567e-194 t=116448
pei xun 	培訓	c=3 d=7.52789e-160 t=116448
pei zhi 	配制	c=1 d=1.14482e-238 t=116448
pei zhi 	配置	c=169 d=20.7498 t=116448
pei zhi de 	配置的	c=1 d=5.01747e-05 t=116448
pei zhi fa bu 	配置發佈	c=1 d=6.04642e-170 t=116448
pei zhi le 	配置了	c=2 d=9.44523e-06 t=116448
pen 	盆	c=1 d=5.657e-34 t=116448
pen ti 	噴嚏	c=1 d=6.92484e-207 t=116448
peng 	碰	c=1 d=2.36358e-149 t=116448
peng 	鵬	c=22 d=1.9905 t=116448
peng you 	朋友	c=69 d=0.0767205 t=116448
peng you qu a 	朋友去啊	c=1 d=0.771052 t=116448
peng you quan 	朋友圈	c=4 d=1.78496 t=116448
peng you ye mian 	朋友頁面	c=1 d=3.39277e-225 t=116448
peng zhang 	膨脹	c=0 d=5.97932e-128 t=116448
peng zhang le 	膨脹了	c=1 d=6.00929e-127 t=116448
pi 	批	c=1 d=4.57616e-157 t=116448
pi 	皮	c=1 d=0.119433 t=116448
pi dou 	批鬥	c=1 d=1.07756e-114 t=116448
pi fu 	皮膚	c=3 d=8.37066e-85 t=116448
pi fu ke 	皮膚科	c=1 d=4.52817e-180 t=116448
pi le 	批了	c=1 d=4.81831e-146 t=116448
pi liang 	批量	c=51 d=0.609571 t=116448
pi liang lao qu 	批量撈取	c=1 d=3.29751e-96 t=116448
pi pan 	批判	c=1 d=3.77758e-48 t=116448
pi pei 	匹配	c=15 d=0.831104 t=116448
pi ping 	批評	c=1 d=0.219808 t=116448
pi qi 	脾氣	c=1 d=3.25537e-33 t=116448
pi qu 	皮區	c=0 d=3.43384e-103 t=116448
pian 	偏	c=1 d=2.95063e-200 t=116448
pian 	片	c=5 d=1.48176e-38 t=116448
pian 	騙	c=2 d=0.937067 t=116448
pian cha 	偏差	c=6 d=1.09395e-27 t=116448
pian duan 	片斷	c=1 d=3.52882e-217 t=116448
pian duan 	片段	c=9 d=4.64041e-212 t=116448
pian yi 	便宜	c=1 d=5.52879e-29 t=116448
pian yi 	偏移	c=3 d=7.16412e-48 t=116448
piao 	票	c=2 d=6.35833e-56 t=116448
piao 	飄	c=1 d=4.37122e-118 t=116448
piao chuang 	飄窗	c=1 d=1.62656e-76 t=116448
piao liang 	漂亮	c=2 d=0.263313 t=116448
pin 	品	c=9 d=8.49916e-29 t=116448
pin 	拼	c=5 d=1.86794e-145 t=116448
pin dao 	頻道	c=5 d=7.26891e-13 t=116448
pin fan 	頻繁	c=6 d=1.9432e-95 t=116448
pin jie 	拼接	c=13 d=7.15947e-11 t=116448
pin kong 	品控	c=1 d=5.99052e-149 t=116448
pin kong 	頻控	c=11 d=7.8947e-05 t=116448
pin lei 	品類	c=1 d=2.59268e-61 t=116448
pin lun 	品論	c=3 d=1.50667e-87 t=116448
pin lv 	頻率	c=2 d=2.681e-14 t=116448
pin pin 	頻頻	c=1 d=2.2555e-69 t=116448
pin ru 	贫乳	c=1 d=0.955997 t=116448
pin tai 	貧胎	c=1 d=7.62786e-80 t=116448
pin tu 	拼圖	c=1 d=0.980199 t=116448
ping 	屏	c=40 d=6.58535e-07 t=116448
ping 	平	c=7 d=3.10891e-32 t=116448
ping 	評	c=23 d=3.66232e-07 t=116448
ping an 	平安	c=2 d=0.995012 t=116448
ping ban 	平板	c=1 d=7.62762e-109 t=116448
ping bi 	屏蔽	c=31 d=1.43826e-11 t=116448
ping bu 	平補	c=1 d=3.77108e-204 t=116448
ping chang 	平常	c=2 d=0.873716 t=116448
ping chang xin 	平常心	c=1 d=0.790571 t=116448
ping dan 	平淡	c=1 d=1.12551e-38 t=116448
ping fang 	平方	c=1 d=4.43247e-164 t=116448
ping gu 	評估	c=12 d=1.42149e-20 t=116448
ping guo 	蘋果	c=25 d=7.05531 t=116448
ping heng dian 	平衡點	c=1 d=4.02036e-163 t=116448
ping jia 	評價	c=3 d=2.42329e-163 t=116448
ping ju 	平局	c=2 d=1.29458e-200 t=116448
ping jun 	平均	c=19 d=5.39171e-36 t=116448
ping jun zhi 	平均值	c=1 d=3.67007e-120 t=116448
ping kou lun 	屏口轮	c=1 d=2.56565e-26 t=116448
ping le 	平了	c=1 d=1.17731e-38 t=116448
ping liang 	平梁	c=1 d=0.603505 t=116448
ping lu 	平爐	c=4 d=2.60515e-88 t=116448
ping lun 	評論	c=411 d=0.479626 t=116448
ping lun an niu 	評論按扭	c=1 d=1.25878e-178 t=116448
ping lun ba 	評論吧	c=1 d=1.28744e-90 t=116448
ping lun hou 	評論後	c=1 d=1.32169e-46 t=116448
ping lun ji 	評論及	c=1 d=6.84261e-96 t=116448
ping lun kuang 	評論框	c=2 d=2.42159e-52 t=116448
ping lun lie biao 	評論列表	c=2 d=9.53761e-91 t=116448
ping lun mian 	評論麪	c=2 d=2.86078e-101 t=116448
ping lun mian ban 	評論面板	c=56 d=1.02157 t=116448
ping lun mian ban zhong 	評論面板中	c=1 d=8.47578e-26 t=116448
ping lun qu 	评论区	c=3 d=2.1904e-48 t=116448
ping lun shu 	評論數	c=3 d=3.00675e-157 t=116448
ping mi 	平米	c=1 d=4.38836e-164 t=116448
ping mian 	平面	c=1 d=2.46373e-196 t=116448
ping mu 	屏幕	c=33 d=1.84727e-73 t=116448
ping mu shang 	屏幕上	c=1 d=7.11944e-92 t=116448
ping qian 	平淺	c=1 d=2.18684e-117 t=116448
ping shen 	評審	c=30 d=0.00252447 t=116448
ping tai 	平台	c=94 d=2.53329e-05 t=116448
ping tai dang 	平台檔	c=1 d=2.45686e-75 t=116448
ping tai liang 	平台梁	c=1 d=1.76443e-92 t=116448
po 	坡	c=1 d=0.951229 t=116448
po 	破	c=3 d=1.77038e-14 t=116448
po chan 	破產	c=1 d=9.10679e-106 t=116448
po chuang 	破窗	c=1 d=6.53309e-169 t=116448
po jie 	破解	c=3 d=2.02279e-117 t=116448
po li 	魄力	c=1 d=8.06875e-94 t=116448
po zai 	迫在	c=1 d=1.17082e-208 t=116448
pou 	剖	c=0 d=5.83963e-144 t=116448
pu 	普	c=0 d=3.12913e-98 t=116448
pu bu liu 	瀑布流	c=3 d=9.70221e-238 t=116448
pu er 	普洱	c=1 d=6.03692e-34 t=116448
pu jie 	撲街	c=1 d=4.20026e-178 t=116448
pu lu 	鋪路	c=1 d=9.2703e-227 t=116448
pu men 	普门	c=0 d=1.37301e-54 t=116448
pu sa 	菩薩	c=1 d=1.37812e-126 t=116448
pu tong 	普通	c=17 d=7.87699e-17 t=116448
pu zhao 	普照	c=2 d=3.29251e-47 t=116448
qi 	七	c=3 d=2.89455e-92 t=116448
qi 	其	c=1 d=8.91981e-156 t=116448
qi 	器	c=62 d=2.81382e-19 t=116448
qi 	期	c=82 d=3.60841e-09 t=116448
qi 	氣	c=4 d=9.7531e-177 t=116448
qi 	砌	c=1 d=5.47284e-27 t=116448
qi 	起	c=44 d=0.951229 t=116448
qi 	齊	c=5 d=2.02096e-42 t=116448
qi ba 	七八	c=1 d=2.35252e-182 t=116448
qi ba ge 	七八個	c=2 d=1.06572e-131 t=116448
qi bo 	啓播	c=59 d=2.42515e-128 t=116448
qi bo ri zhi 	啓播日誌	c=1 d=1.78296e-156 t=116448
qi bu shi 	豈不是	c=4 d=8.59335e-41 t=116448
qi cheng 	騎乘	c=5 d=3.62491 t=116448
qi chuang 	起牀	c=4 d=0.143704 t=116448
qi dai 	期待	c=12 d=0.831386 t=116448
qi dai de 	期待的	c=1 d=3.64467e-09 t=116448
qi dong 	啓動	c=39 d=3.7508 t=116448
qi e 	企鵝	c=5 d=6.40572e-133 t=116448
qi gao 	氣鎬	c=1 d=8.81819e-227 t=116448
qi ge 	氣割	c=1 d=2.60356e-169 t=116448
qi guai 	奇怪	c=34 d=0.00010464 t=116448
qi guai kuang 	奇怪框	c=1 d=2.31348e-191 t=116448
qi guai le 	奇怪了	c=1 d=7.76401e-141 t=116448
qi guai o 	奇怪哦	c=1 d=2.92395e-152 t=116448
qi jian 	其间	c=2 d=1.35775e-186 t=116448
qi jian 	期間	c=38 d=8.87345e-36 t=116448
qi kai de sheng 	旗开得胜	c=1 d=1.11971e-36 t=116448
qi la 	其拉	c=1 d=4.83815e-18 t=116448
qi lai 	起來	c=38 d=0.726461 t=116448
qi lai de 	起來的	c=1 d=4.09334e-110 t=116448
qi ma 	起碼	c=3 d=6.45552e-58 t=116448
qi mei 	奇美	c=1 d=1.93868e-53 t=116448
qi pao 	氣泡	c=23 d=1.2436e-26 t=116448
qi qi 	其七	c=1 d=5.87871e-192 t=116448
qi qi guai guai 	奇奇怪怪	c=2 d=1.94397e-85 t=116448
qi quan 	期權	c=1 d=0.951229 t=116448
qi quan 	齊全	c=1 d=1.03327e-32 t=116448
qi se 	起色	c=1 d=7.76589e-232 t=116448
qi shi 	其實	c=127 d=0.568282 t=116448
qi shi chi zhong wu 	岂是池中物	c=1 d=2.08457e-83 t=116448
qi ta 	其他	c=174 d=1.89435 t=116448
qi ta can shu 	其他參數	c=1 d=8.76312e-124 t=116448
qi ta de 	其他的	c=1 d=4.21961e-232 t=116448
qi ta ren 	其他人	c=3 d=2.2235e-48 t=116448
qi tian 	七天	c=2 d=2.44427e-44 t=116448
qi wang 	期望	c=1 d=3.59935e-98 t=116448
qi wang de 	期望的	c=1 d=3.6174e-97 t=116448
qi xi 	七夕	c=2 d=0.375893 t=116448
qi xian 	期限	c=2 d=0.36788 t=116448
qi ye 	企業	c=21 d=1.93123 t=116448
qi ye wei xin 	企業微信	c=2 d=1.03662e-108 t=116448
qi yong 	啓用	c=1 d=4.88261e-08 t=116448
qi zhi 	气质	c=1 d=0.873716 t=116448
qi zhong 	其中	c=29 d=0.29671 t=116448
qi zuo yong 	起作用	c=1 d=6.40258e-20 t=116448
qia duan 	掐斷	c=1 d=2.45513e-243 t=116448
qia zhu 	卡住	c=1 d=0.995012 t=116448
qian 	前	c=89 d=0.693579 t=116448
qian 	千	c=3 d=5.49599e-106 t=116448
qian 	欠	c=1 d=5.8809e-167 t=116448
qian 	淺	c=2 d=1.0319e-08 t=116448
qian 	錢	c=16 d=0.858099 t=116448
qian ban 	千般	c=1 d=5.48403e-51 t=116448
qian cai 	錢財	c=1 d=8.57388e-220 t=116448
qian dao 	簽到	c=1 d=2.30711e-188 t=116448
qian de 	乾的	c=1 d=1.16212e-91 t=116448
qian dou 	前都	c=1 d=1.87647e-81 t=116448
qian duan 	前段	c=2 d=4.83423e-126 t=116448
qian duan 	前端	c=9 d=0.650509 t=116448
qian duan shi jian 	前段時間	c=3 d=0.65377 t=116448
qian fen 	千分	c=1 d=1.11113e-122 t=116448
qian gu 	千古	c=1 d=2.7655e-173 t=116448
qian hou 	前後	c=33 d=1.03342e-19 t=116448
qian hou tai 	前後太	c=2 d=3.45671e-180 t=116448
qian ji tian 	前幾天	c=3 d=0.913419 t=116448
qian jin 	前進	c=1 d=1.24799e-18 t=116448
qian le 	乾了	c=1 d=1.95884e-57 t=116448
qian le 	欠了	c=1 d=0.644036 t=116448
qian liang tian 	前兩天	c=2 d=2.22085e-34 t=116448
qian mian 	前面	c=6 d=8.42032e-37 t=116448
qian mian de 	前面的	c=1 d=3.17847e-134 t=116448
qian ming 	簽名	c=1 d=4.20513e-221 t=116448
qian nian 	前年	c=1 d=2.71302e-36 t=116448
qian qi 	前期	c=2 d=3.18204e-59 t=116448
qian qian 	千千	c=1 d=7.71289e-34 t=116448
qian qu cai 	千屈菜	c=5 d=6.66274e-18 t=116448
qian ren 	前任	c=1 d=9.46946e-183 t=116448
qian san ge 	前三個	c=1 d=1.10725e-169 t=116448
qian tai 	前台	c=8 d=1.27993e-80 t=116448
qian tao 	嵌套	c=5 d=4.93204e-97 t=116448
qian tao 	潛逃	c=1 d=4.79218e-229 t=116448
qian ti 	前提	c=6 d=2.01972e-06 t=116448
qian ti xia 	前提下	c=3 d=1.01337e-69 t=116448
qian tu 	前途	c=5 d=3.89971e-33 t=116448
qian wang 	前往	c=1 d=2.28625e-140 t=116448
qian wu 	前五	c=1 d=1.65947e-47 t=116448
qian xu 	前序	c=1 d=1.12985e-142 t=116448
qian yi 	遷移	c=8 d=3.83349e-15 t=116448
qian yi nian 	前一年	c=1 d=5.07987e-209 t=116448
qian yi shi 	潛意識	c=1 d=1.4227e-177 t=116448
qian yi tian 	前一天	c=1 d=1.17049e-146 t=116448
qian zhi 	前置	c=11 d=0.486752 t=116448
qian zhui 	前綴	c=7 d=9.43529e-23 t=116448
qiang 	強	c=30 d=0.111917 t=116448
qiang 	搶	c=4 d=5.72961e-37 t=116448
qiang 	槍	c=1 d=4.23626e-102 t=116448
qiang 	牆	c=6 d=8.28879e-87 t=116448
qiang bi 	槍斃	c=1 d=1.65295e-177 t=116448
qiang cha 	羌察	c=1 d=8.34283e-134 t=116448
qiang jian 	強姦	c=1 d=0.965606 t=116448
qiang jie 	搶劫	c=1 d=0.683861 t=116448
qiang lie 	強烈	c=1 d=2.94179e-106 t=116448
qiang shen 	強身	c=1 d=1.44737e-232 t=116448
qiang tui 	強推	c=1 d=0.941765 t=116448
qiang yi lai 	強依賴	c=1 d=8.36727e-139 t=116448
qiang you li 	強有力	c=1 d=2.28515e-105 t=116448
qiang zhi 	強制	c=44 d=0.985111 t=116448
qiang zhuan 	強轉	c=1 d=2.7123e-121 t=116448
qiao 	巧	c=1 d=5.54656e-243 t=116448
qiao 	敲	c=2 d=9.52888e-139 t=116448
qiao bu si 	喬布斯	c=2 d=1.01885e-210 t=116448
qiao cui 	憔悴	c=1 d=4.93073e-182 t=116448
qiao jie 	橋接	c=9 d=5.09976e-06 t=116448
qiao le 	巧了	c=1 d=3.36678e-164 t=116448
qie 	且	c=12 d=1.93018e-06 t=116448
qie 	切	c=42 d=1.06394e-82 t=116448
qie dao 	切導	c=1 d=8.1988e-135 t=116448
qie fen 	切分	c=1 d=2.36711e-49 t=116448
qie ge 	切割	c=1 d=4.01421e-145 t=116448
qie hou 	切厚	c=1 d=1.10616e-128 t=116448
qie huan 	切換	c=74 d=2.84218 t=116448
qie huan dao 	切換到	c=1 d=1.70572e-135 t=116448
qie huan hou 	切換後	c=1 d=6.41505e-131 t=116448
qie huan le 	切換了	c=1 d=2.27453e-109 t=116448
qie lai 	切來	c=1 d=8.53339e-135 t=116448
qie le 	切了	c=1 d=6.36745e-161 t=116448
qie ru 	切入	c=1 d=1.23021e-202 t=116448
qie tu 	切圖	c=1 d=1.55177e-81 t=116448
qin 	親	c=1 d=0.0683861 t=116448
qin qi 	親戚	c=3 d=1.01788e-32 t=116448
qing 	傾	c=1 d=5.39399e-209 t=116448
qing 	情	c=3 d=8.02313e-34 t=116448
qing 	清	c=8 d=6.63833e-63 t=116448
qing 	請	c=34 d=0.916243 t=116448
qing 	輕	c=36 d=0.105252 t=116448
qing bing qie 	請並且	c=1 d=8.00947e-213 t=116448
qing bu yao 	請不要	c=1 d=2.10752e-06 t=116448
qing chu 	清楚	c=41 d=0.000804733 t=116448
qing chu 	清除	c=15 d=0.918531 t=116448
qing chu le 	清楚了	c=1 d=2.91758e-97 t=116448
qing du 	輕度	c=1 d=0.97531 t=116448
qing ge 	情歌	c=1 d=9.21173e-35 t=116448
qing hua 	清華	c=1 d=1.77262e-117 t=116448
qing jia 	親家	c=3 d=2.69857e-32 t=116448
qing jia 	請假	c=11 d=2.36569e-35 t=116448
qing jia le 	請假了	c=1 d=8.12491e-58 t=116448
qing jiao 	請教	c=8 d=3.75938e-50 t=116448
qing jiao xia 	請教下	c=1 d=7.43573e-74 t=116448
qing jie 	清潔	c=1 d=0.318224 t=116448
qing kong 	清空	c=11 d=0.918512 t=116448
qing kuan 	請款	c=1 d=1.23457e-126 t=116448
qing kuang 	情況	c=116 d=2.22946 t=116448
qing kuang a 	情況啊	c=2 d=4.77265e-181 t=116448
qing kuang dao shi 	情況倒是	c=1 d=7.87649e-75 t=116448
qing kuang jiu shi 	情況就是	c=1 d=4.65482e-181 t=116448
qing kuang le 	情況了	c=1 d=1.03894e-67 t=116448
qing kuang xia 	情況下	c=66 d=1.85744 t=116448
qing kuang xiao ai 	情況小愛	c=4 d=4.20465e-14 t=116448
qing le 	請了	c=1 d=5.83902e-83 t=116448
qing li 	清理	c=11 d=0.113042 t=116448
qing lian 	情鏈	c=1 d=6.01313e-17 t=116448
qing liang 	清涼	c=5 d=2.17207e-08 t=116448
qing lun 	晴綸	c=1 d=1.49021e-46 t=116448
qing peng you 	請朋友	c=1 d=2.38767e-180 t=116448
qing qian 	青鉛	c=0 d=7.19105e-240 t=116448
qing qing 	輕輕	c=1 d=7.31904e-35 t=116448
qing qing qiu ci ren 	輕請求此人	c=1 d=0.132656 t=116448
qing qiu 	請求	c=111 d=5.48285 t=116448
qing qiu bao 	請求包	c=1 d=2.16126e-155 t=116448
qing qiu ci 	請求次	c=1 d=1.79048e-88 t=116448
qing qiu ci ren 	請求此人	c=5 d=0.0131993 t=116448
qing qiu ci ren la ye er ba se 	請求此人拉葉兒耙色	c=1 d=1.86533e-11 t=116448
qing qiu le 	請求了	c=1 d=1.24732e-188 t=116448
qing qiu xia 	請求下	c=1 d=1.27118e-205 t=116448
qing ren 	情人	c=1 d=6.55664e-35 t=116448
qing sao 	清掃	c=1 d=9.78409e-97 t=116448
qing shao nian 	青少年	c=10 d=1.12854e-99 t=116448
qing song 	輕鬆	c=0 d=2.72627e-153 t=116448
qing teng 	青騰	c=1 d=9.60378e-231 t=116448
qing ti 	輕蹄	c=1 d=9.02107e-83 t=116448
qing wa 	青蛙	c=0 d=3.4647e-120 t=116448
qing wen 	請問	c=17 d=0.951229 t=116448
qing wen en 	請問嗯	c=1 d=3.54528e-66 t=116448
qing wen xia 	請問下	c=3 d=8.13849e-107 t=116448
qing xi 	清晰	c=1 d=7.86711e-61 t=116448
qing xia 	青蝦	c=1 d=2.64184e-223 t=116448
qing xing 	清醒	c=1 d=4.21615e-193 t=116448
qing xu 	情緒	c=2 d=1.95084e-117 t=116448
qing zheng 	清蒸	c=2 d=0.771611 t=116448
qing zhu 	慶祝	c=1 d=3.62576e-36 t=116448
qiong ge 	窮哥	c=1 d=0.970446 t=116448
qiong tu 	窮徒	c=1 d=1.30264e-81 t=116448
qiong tu mo lu 	穷途末路	c=1 d=1.1045e-81 t=116448
qiu 	求	c=31 d=2.59372e-07 t=116448
qiu 	球	c=1 d=0.0683861 t=116448
qiu 	秋	c=1 d=5.35978e-193 t=116448
qiu dan 	丘丹	c=0 d=1.63217e-235 t=116448
qiu dao yu 	秋刀魚	c=1 d=3.09147e-131 t=116448
qiu rao 	求饒	c=1 d=0.97531 t=116448
qiu sheng 	求生	c=1 d=1.18712e-18 t=116448
qu 	區	c=18 d=1.95198 t=116448
qu 	去	c=159 d=3.35369 t=116448
qu 	取	c=170 d=4.57083e-05 t=116448
qu 	曲	c=7 d=3.86256e-45 t=116448
qu a 	去啊	c=0 d=0.0767205 t=116448
qu bie 	區別	c=53 d=6.69899 t=116448
qu bie shi 	區別是	c=1 d=7.86182e-200 t=116448
qu bu dao 	取不到	c=3 d=1.23299e-09 t=116448
qu bu qu 	去不去	c=1 d=4.69075e-242 t=116448
qu chong 	去重	c=9 d=7.36571e-103 t=116448
qu chu 	去除	c=20 d=0.937067 t=116448
qu chu 	取出	c=15 d=1.18729e-49 t=116448
qu cuo 	取錯	c=2 d=4.32725e-192 t=116448
qu dao 	去到	c=1 d=1.90887e-194 t=116448
qu dao 	渠道	c=4 d=8.01785e-49 t=116448
qu de 	去的	c=0 d=4.69075e-243 t=116448
qu de 	取得	c=7 d=7.359e-99 t=116448
qu de hua 	去的話	c=1 d=4.71426e-242 t=116448
qu de shi 	取得是	c=1 d=1.3153e-224 t=116448
qu diao 	去掉	c=24 d=1.6312e-05 t=116448
qu dong 	驅動	c=1 d=0.99005 t=116448
qu er 	区二	c=1 d=5.4223e-153 t=116448
qu fa 	取法	c=1 d=1.40705e-47 t=116448
qu fen 	區分	c=29 d=4.57689e-13 t=116448
qu fen zi duan 	區分字段	c=1 d=4.59984e-12 t=116448
qu guo 	去過	c=1 d=4.78551e-242 t=116448
qu he 	去核	c=1 d=7.29299e-140 t=116448
qu jian 	區間	c=16 d=1.34295e-116 t=116448
qu lao ban 	曲老闆	c=1 d=5.6526e-113 t=116448
qu le 	區了	c=1 d=0.109154 t=116448
qu le 	去了	c=10 d=1.79176 t=116448
qu na 	去哪	c=1 d=5.43686e-67 t=116448
qu nian 	去年	c=9 d=5.35404e-34 t=116448
qu ri 	取日	c=0 d=4.91382e-172 t=116448
qu shi 	趨勢	c=1 d=4.67561e-204 t=116448
qu shu ju 	取數據	c=1 d=6.15428e-84 t=116448
qu xian 	曲線	c=10 d=1.33743e-97 t=116448
qu xiao 	取消	c=51 d=0.97531 t=116448
qu xiao ai 	去小愛	c=1 d=7.6367e-123 t=116448
qu xiao hou 	取消後	c=2 d=1.30881e-19 t=116448
qu yang 	取樣	c=1 d=3.48825e-228 t=116448
qu ye mian 	取頁面	c=1 d=5.09421e-154 t=116448
qu yu 	區域	c=3 d=1.61966e-26 t=116448
qu zhao 	去爪	c=1 d=2.00761e-111 t=116448
qu zhi 	取值	c=3 d=7.55647e-131 t=116448
qu zuo 	去做	c=1 d=4.77911e-50 t=116448
quan 	全	c=34 d=0.651082 t=116448
quan 	券	c=1 d=3.30956e-227 t=116448
quan 	圈	c=5 d=0.774917 t=116448
quan bu 	全部	c=20 d=6.9045e-47 t=116448
quan bu zhan shi 	全部展示	c=1 d=1.65819e-126 t=116448
quan chang 	全場	c=2 d=3.48785e-21 t=116448
quan chang jin 	全常進	c=2 d=2.4453e-118 t=116448
quan chang jing 	全場景	c=21 d=4.72325e-21 t=116448
quan cheng 	全程	c=1 d=3.11691e-51 t=116448
