# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.13.0
#@/tick	325666
#@/user_id	data
a 	啊	c=448 d=2.53214 t=325666
ni zhe bi a 	你這筆啊	c=1 d=1.57003e-101 t=325666
ni zhe bian 	你這邊	c=156 d=1.65411 t=325666
ni zhe ge 	你這個	c=45 d=0.0987362 t=325666
ni zhe ge shi 	你這個是	c=1 d=2.98219e-90 t=325666
ni zhe li 	你這裏	c=50 d=0.0420036 t=325666
ni zhe liang ge 	你這兩個	c=1 d=1.89018e-49 t=325666
ni zhe me 	你這麼	c=1 d=1.74474e-107 t=325666
ni zhe me kuai 	你這麼快	c=2 d=1.19028e-108 t=325666
ni zhe shi 	你這是	c=1 d=8.64119e-165 t=325666
ni zhe zhou 	逆着周	c=1 d=1.62329e-23 t=325666
ni zhi dao 	你知道	c=6 d=4.13629e-27 t=325666
ni zhi de 	你指的	c=14 d=5.86815e-15 t=325666
ni zhi de shi 	你指的是	c=2 d=5.38586e-15 t=325666
ni zhi jian 	你之間	c=1 d=3.06958e-165 t=325666
ni zhi jie 	你直接	c=40 d=0.000135439 t=325666
ni zhi neng 	你只能	c=2 d=3.74266e-27 t=325666
ni zhi qian 	你之前	c=11 d=2.37089e-09 t=325666
ni zhi qian shuo 	你之前說	c=1 d=1.82901e-15 t=325666
ni zhi shi 	你只是	c=2 d=9.64855e-80 t=325666
ni zhuan 	逆轉	c=2 d=6.43604e-140 t=325666
ni zhun bei 	你準備	c=2 d=0.0154523 t=325666
ni zi 	膩子	c=1 d=1.99272e-141 t=325666
ni zi ji 	你自己	c=11 d=1.26943e-42 t=325666
ni zui hao 	你最好	c=2 d=4.42159e-47 t=325666
ni zui kai shi 	你最開始	c=1 d=3.53289e-113 t=325666
ni zuo 	你做	c=1 d=4.60611e-28 t=325666
ni zuo le 	你做了	c=1 d=1.40391e-197 t=325666
ni zuo tian 	你昨天	c=2 d=1.97146e-15 t=325666
ni zuo wan 	你昨晚	c=3 d=4.3874e-36 t=325666
ni zuo wei 	你作爲	c=1 d=0.000315927 t=325666
ni zuo zhu 	你做主	c=1 d=9.6999e-113 t=325666
nian 	年	c=56 d=0.0620385 t=325666
nian 	念	c=1 d=2.26374e-200 t=325666
nian chu 	年初	c=4 d=7.78113e-20 t=325666
nian de 	年的	c=2 d=4.95697e-215 t=325666
nian di 	年底	c=2 d=5.45018e-37 t=325666
nian duo le 	年多了	c=1 d=2.23262e-243 t=325666
nian fen 	年份	c=1 d=4.04614e-150 t=325666
nian hou 	年後	c=18 d=2.49975e-14 t=325666
nian hui 	年會	c=10 d=3.8444e-47 t=325666
nian ji 	年紀	c=1 d=3.34724e-125 t=325666
nian ji 	年饥	c=1 d=3.31394e-125 t=325666
nian jia 	年假	c=3 d=5.42594e-15 t=325666
nian jia ha 	年假哈	c=1 d=5.45314e-14 t=325666
nian jiu shi xiu 	年久失修	c=1 d=1.54909e-237 t=325666
nian le 	唸了	c=1 d=1.46782e-15 t=325666
nian li 	年例	c=4 d=4.2608e-23 t=325666
nian ling 	年齡	c=1 d=1.08348e-149 t=325666
nian mo 	年末	c=8 d=0.0773048 t=325666
nian nian 	年年	c=2 d=0.995012 t=325666
nian qian 	年前	c=11 d=4.30362e-23 t=325666
nian qing 	年輕	c=1 d=0.193012 t=325666
nian qing 	年青	c=1 d=0.19205 t=325666
nian qing ren 	年輕人	c=1 d=0.00478349 t=325666
nian qing ren ni 	年輕人你	c=1 d=0.0480747 t=325666
nian xin 	年薪	c=1 d=5.7894e-159 t=325666
nian ye fan 	年夜飯	c=1 d=3.32114e-33 t=325666
nian yu 	鮎魚	c=1 d=2.99767e-239 t=325666
nian yue ri 	年月日	c=1 d=0.00637737 t=325666
nian zhong 	年中	c=4 d=6.06944e-09 t=325666
nian zhong 	年終	c=7 d=0.19398 t=325666
niang 	娘	c=1 d=2.06996e-206 t=325666
niao 	尿	c=1 d=5.19728e-125 t=325666
niao suan 	尿酸	c=1 d=0.985112 t=325666
niao xing 	尿性	c=1 d=0.245367 t=325666
nie 	捏	c=3 d=8.03065e-09 t=325666
nie yi xia 	捏一下	c=1 d=2.97603e-242 t=325666
nin 	您	c=3 d=1.14396e-141 t=325666
nin men 	您們	c=1 d=2.31964e-281 t=325666
ning 	凝	c=1 d=1.35997e-264 t=325666
ning 	寧	c=3 d=6.84843e-106 t=325666
ning meng 	檸檬	c=1 d=9.63839e-97 t=325666
niu 	扭	c=2 d=3.32863e-177 t=325666
niu 	牛	c=17 d=0.12938 t=325666
niu de 	牛的	c=4 d=0.00010622 t=325666
niu jian 	牛腱	c=1 d=0.130029 t=325666
niu ma 	牛馬	c=2 d=5.73493e-10 t=325666
niu pai 	牛排	c=1 d=2.7434e-11 t=325666
niu rou 	牛肉	c=1 d=1 t=325666
niu tou 	牛頭	c=3 d=4.07077e-73 t=325666
niu zai 	牛仔	c=1 d=2.60969e-226 t=325666
niu zhuan 	扭轉	c=40 d=0.878095 t=325666
niu zhuan cheng 	扭轉成	c=1 d=1.49433e-196 t=325666
niu zhuan dao 	扭轉到	c=1 d=1.02801e-119 t=325666
niu zhuan hui 	扭轉回	c=1 d=6.14198e-178 t=325666
niu zhuan xia 	扭轉下	c=4 d=0.0561348 t=325666
nong 	弄	c=3 d=1.52554e-57 t=325666
nong cheng 	弄成	c=1 d=4.29383e-55 t=325666
nong cun 	農村	c=4 d=5.20853e-147 t=325666
nong dao 	弄到	c=1 d=1.65504e-280 t=325666
nong hun 	弄混	c=1 d=2.04023e-36 t=325666
nong le 	弄了	c=1 d=7.57826e-209 t=325666
nong li 	農歷	c=1 d=6.67053e-208 t=325666
nong luan 	弄亂	c=1 d=0.219808 t=325666
nong yao 	農藥	c=1 d=2.82262e-237 t=325666
nong zhuang 	農莊	c=1 d=1.76941e-37 t=325666
nu 	怒	c=2 d=6.64461e-11 t=325666
nu hou 	怒吼	c=0 d=1.2328e-22 t=325666
nu li 	努力	c=7 d=1.61311e-07 t=325666
nu rou 	怒肉	c=1 d=3.11723e-111 t=325666
nuan 	暖	c=2 d=1.96766e-131 t=325666
nuo 	挪	c=77 d=2.56836e-09 t=325666
nuo ban ben 	挪版本	c=2 d=7.65306e-60 t=325666
nuo dao 	挪到	c=15 d=1.3113e-12 t=325666
nuo dong 	挪動	c=1 d=4.79137e-227 t=325666
nuo ge 	挪個	c=1 d=2.20445e-35 t=325666
nuo le 	挪了	c=3 d=2.29801e-24 t=325666
nuo wei 	挪威	c=1 d=8.41889e-35 t=325666
nuo xia 	挪下	c=9 d=1.43763e-94 t=325666
nuo yi xia 	挪一下	c=5 d=3.83219e-11 t=325666
nv 	女	c=7 d=1.71945e-99 t=325666
nv ce 	女廁	c=1 d=1.07712e-168 t=325666
nv er 	女兒	c=3 d=1 t=325666
nv ming xing 	女明星	c=1 d=4.20424e-101 t=325666
nv peng you 	女朋友	c=7 d=0.402525 t=325666
nv ren 	女人	c=2 d=0.000107567 t=325666
nv shang 	女上	c=1 d=0.965605 t=325666
nv sheng 	女生	c=1 d=0.479506 t=325666
nv shi 	女士	c=1 d=3.44134e-157 t=325666
nv xie 	女鞋	c=1 d=3.2824e-42 t=325666
nv xing 	女性	c=1 d=1.06203e-149 t=325666
nv zhong 	女中	c=1 d=3.49334e-157 t=325666
nv zhu 	女主	c=1 d=0.264477 t=325666
nve sha 	虐殺	c=1 d=1.85018e-209 t=325666
o 	哦	c=110 d=0.851556 t=325666
o an duan 	哦按端	c=1 d=2.65689e-231 t=325666
o bu dui 	哦不對	c=1 d=1.18024e-126 t=325666
o cu mu 	哦醋母	c=1 d=7.14423e-221 t=325666
o dui 	哦對	c=2 d=3.73327e-115 t=325666
o men 	哦們	c=1 d=6.45442e-56 t=325666
o ne lo o 	哦呢咯哦	c=1 d=4.05632e-62 t=325666
o o 	哦哦	c=69 d=1.32588e-05 t=325666
o o o 	哦哦哦	c=3 d=0.13332 t=325666
o o o o 	哦哦哦哦	c=1 d=7.29399e-171 t=325666
o pai cha 	哦排查	c=1 d=1.88044e-194 t=325666
o ping lun 	哦評論	c=1 d=7.28732e-219 t=325666
o ren 	哦人	c=1 d=1.2503e-216 t=325666
o zhao 	哦找	c=1 d=4.98844e-260 t=325666
ou 	偶	c=4 d=2.0615e-12 t=325666
ou er 	偶爾	c=7 d=0.740819 t=325666
ou he 	耦合	c=27 d=9.75808e-07 t=325666
ou ke 	鷗科	c=9 d=7.03652e-54 t=325666
ou ke de 	鷗科的	c=1 d=7.69149e-207 t=325666
ou mei 	歐美	c=3 d=1.90335e-34 t=325666
ou mei hua 	歐美化	c=0 d=5.25454e-196 t=325666
ou meng fa 	欧盟法	c=1 d=2.77151e-81 t=325666
ou ni 	歐尼	c=1 d=0.00010569 t=325666
ou ni gong cheng 	歐尼工程	c=1 d=1.95417e-29 t=325666
ou ran 	偶然	c=1 d=6.36936e-47 t=325666
ou shi 	歐式	c=1 d=1 t=325666
ou shu 	偶數	c=5 d=2.12013e-76 t=325666
ou ti 	歐體	c=0 d=1.20753e-43 t=325666
ou tu 	嘔吐	c=0 d=0 t=325666
ou xian 	偶線	c=3 d=1.47373e-121 t=325666
ou yuan 	歐元	c=0 d=2.44021e-143 t=325666
pa 	怕	c=17 d=3.2577e-13 t=325666
pa 	爬	c=10 d=1.05265e-36 t=325666
pa 	趴	c=1 d=2.34652e-152 t=325666
pa dao 	爬到	c=1 d=3.05788e-32 t=325666
pa le 	怕了	c=2 d=1.11079e-89 t=325666
pa mu di ai ma 	怕穆迪埃嘛	c=1 d=3.27403e-12 t=325666
pa ni 	怕你	c=1 d=6.25428e-09 t=325666
pa sha 	怕啥	c=1 d=6.4994e-167 t=325666
pa shan 	爬山	c=6 d=9.79464e-32 t=325666
pa wan 	爬完	c=1 d=6.51042e-40 t=325666
pa xia 	爬下	c=1 d=6.31801e-40 t=325666
pai 	拍	c=8 d=5.70608e-18 t=325666
pai 	排	c=42 d=0.0236541 t=325666
pai 	派	c=3 d=0.0413782 t=325666
pai ban 	拍板	c=7 d=2.33227e-51 t=325666
pai ban 	排版	c=20 d=2.34396e-51 t=325666
pai ban hou 	排版后	c=1 d=9.78747e-248 t=325666
pai bu xia 	拍不下	c=1 d=9.20868e-178 t=325666
pai ca 	拍擦	c=1 d=1.3931e-18 t=325666
pai cha 	排查	c=148 d=0.298197 t=325666
pai cha dao 	排查到	c=1 d=4.14377e-107 t=325666
pai cha guo 	排查果	c=1 d=1.18073e-219 t=325666
pai cha le 	排查了	c=2 d=0.226503 t=325666
pai cha shi 	排查是	c=1 d=9.10465e-162 t=325666
pai cha xia 	排查下	c=9 d=1.65603e-52 t=325666
pai cha yi xia 	排查一下	c=1 d=2.04377e-27 t=325666
pai cha you 	排查有	c=1 d=1.42541e-23 t=325666
pai chi 	排斥	c=3 d=0.0675424 t=325666
pai chu 	排出	c=8 d=0.782705 t=325666
pai chu 	排除	c=6 d=1.93123 t=325666
pai dao 	排到	c=1 d=2.16847e-106 t=325666
pai de 	排的	c=1 d=1.03788e-55 t=325666
pai dui 	排隊	c=1 d=1.08402e-08 t=325666
pai dui 	派對	c=1 d=1.07862e-08 t=325666
pai lie 	排列	c=2 d=1.42212e-164 t=325666
pai lie zu he 	排列組合	c=1 d=9.41612e-146 t=325666
pai ming 	排名	c=0 d=6.04534e-22 t=325666
pai ming kao qian 	排名靠前	c=1 d=6.07564e-21 t=325666
pai nao dai 	拍腦袋	c=1 d=2.73516e-14 t=325666
pai qi 	排期	c=195 d=0.0043656 t=325666
pai qi biao 	排期表	c=1 d=8.35393e-179 t=325666
pai qi le 	排期了	c=2 d=2.25696e-106 t=325666
pai qi liang 	排氣量	c=2 d=1.9605 t=325666
pai qiu 	排球	c=1 d=2.99705e-119 t=325666
pai ren 	派人	c=1 d=6.18473e-142 t=325666
pai she 	拍攝	c=1 d=3.23078e-32 t=325666
pai shui guan 	排水管	c=1 d=1.14214e-181 t=325666
pai xia 	拍下	c=2 d=1.30167e-131 t=325666
pai xu 	排序	c=40 d=0.980199 t=325666
pai xu a 	排序啊	c=1 d=1.20168e-220 t=325666
pai zhao 	拍照	c=2 d=1.25225e-58 t=325666
pai zi 	牌子	c=1 d=1.07026e-181 t=325666
pan 	判	c=8 d=1.21438e-73 t=325666
pan 	潘	c=2 d=0.927743 t=325666
pan 	盤	c=18 d=1.394e-55 t=325666
pan ding 	判定	c=0 d=2.21701e-44 t=325666
pan du 	判讀	c=1 d=3.27215e-64 t=325666
pan duan 	判斷	c=490 d=1.21246 t=325666
pan duan bu chu lai 	判斷不出來	c=1 d=1.27894e-159 t=325666
pan duan dao 	判斷到	c=2 d=6.03814e-07 t=325666
pan duan de 	判斷的	c=1 d=2.9428e-110 t=325666
pan duan le 	判斷了	c=2 d=8.53422e-48 t=325666
pan duan lei xing 	判斷類型	c=1 d=5.27011e-171 t=325666
pan duan luo 	判斷落	c=1 d=2.01746e-51 t=325666
pan duan luo ji 	判斷落及	c=1 d=6.05755e-221 t=325666
pan duan xia 	判斷下	c=1 d=3.40869e-45 t=325666
pan duo 	潘铎	c=2 d=2.3557e-51 t=325666
pan jue 	判決	c=1 d=3.74103e-110 t=325666
pan kong 	判空	c=1 d=2.43241e-75 t=325666
pan xing 	判刑	c=1 d=1.77082e-252 t=325666
pan yan 	攀岩	c=1 d=6.02357e-08 t=325666
pang 	旁	c=3 d=1.43528e-16 t=325666
pang 	胖	c=1 d=1.80172e-44 t=325666
pang bian 	旁邊	c=14 d=1.35163e-05 t=325666
pang bian le 	旁邊了	c=1 d=1.05421e-121 t=325666
pang le 	胖了	c=1 d=0.782705 t=325666
pang xie 	螃蟹	c=1 d=3.49249e-66 t=325666
pao 	刨	c=1 d=5.71093e-28 t=325666
pao 	拋	c=13 d=6.60994e-42 t=325666
pao 	泡	c=3 d=9.26451e-14 t=325666
pao 	炮	c=1 d=4.68866e-178 t=325666
pao 	跑	c=274 d=2.80904 t=325666
pao bu chu 	跑不出	c=1 d=1.64084e-120 t=325666
pao bu liao 	跑不了	c=1 d=0.000387808 t=325666
pao bu qi lai 	跑不起來	c=4 d=3.23146e-152 t=325666
pao chu 	刨除	c=1 d=1.0642e-173 t=325666
pao chu 	拋出	c=3 d=3.55083e-55 t=325666
pao chu 	跑出	c=6 d=3.98981e-44 t=325666
pao chu lai 	拋出來	c=8 d=4.47606e-44 t=325666
pao chu lai 	跑出來	c=1 d=1.67844e-210 t=325666
pao dao 	跑到	c=2 d=1.43608e-140 t=325666
pao dao le 	跑到了	c=1 d=1.08733e-220 t=325666
pao de 	跑得	c=2 d=7.16922e-27 t=325666
pao de 	跑的	c=0 d=3.82034e-05 t=325666
pao de liao 	跑的了	c=1 d=0.000383949 t=325666
pao duan 	跑端	c=1 d=9.42735e-160 t=325666
pao guang 	跑光	c=1 d=1.63383e-99 t=325666
pao guo 	跑過	c=2 d=1.76785e-56 t=325666
pao guo qu 	跑過去	c=6 d=0.494108 t=325666
pao hui lai 	跑回來	c=1 d=2.18126e-87 t=325666
pao jiao ben 	跑腳本	c=1 d=2.12351e-183 t=325666
pao lai 	跑來	c=2 d=1.43973e-23 t=325666
pao le 	跑了	c=15 d=1.52798e-17 t=325666
pao lu 	跑路	c=13 d=0.00382958 t=325666
pao lu le 	跑路了	c=1 d=1.04306e-231 t=325666
pao ma deng 	跑馬燈	c=1 d=1.008e-123 t=325666
pao man 	跑滿	c=5 d=1.52326e-10 t=325666
pao qi 	拋棄	c=9 d=0.285076 t=325666
pao qi lai 	跑起來	c=2 d=0.96079 t=325666
pao qu 	拋去	c=1 d=9.45619e-49 t=325666
pao qu 	跑去	c=1 d=1.52374e-190 t=325666
pao shu ju 	跑數據	c=1 d=9.05887e-44 t=325666
pao tong 	炮銅	c=3 d=0.00251262 t=325666
pao tong 	跑通	c=1 d=0.00232276 t=325666
pao wan 	跑完	c=6 d=0.055299 t=325666
pao xia 	拋下	c=2 d=1.60939e-157 t=325666
pao xia 	跑下	c=9 d=8.38546e-47 t=325666
pao xiao 	咆哮	c=1 d=1.8375e-40 t=325666
pao yi ci 	跑一次	c=1 d=2.60692e-96 t=325666
pao yi fen 	跑一份	c=1 d=5.00249e-58 t=325666
pao yi tui 	炮一退	c=0 d=2.32656e-82 t=325666
pao yi tui hong 	炮一退宏	c=1 d=2.33823e-81 t=325666
pao yi xia 	跑一下	c=8 d=2.95582e-15 t=325666
pao yue ya mian 	跑月牙面	c=1 d=4.07179e-48 t=325666
pei 	配	c=4 d=7.50456e-06 t=325666
pei 	陪	c=3 d=3.18658e-17 t=325666
pei chang 	賠償	c=1 d=2.83087e-95 t=325666
pei da 	配搭	c=1 d=3.05155e-37 t=325666
pei dai 	佩戴	c=21 d=1.91269 t=325666
pei fu 	佩服	c=1 d=1.18712e-18 t=325666
pei hao 	裴皞	c=1 d=1.70097e-161 t=325666
pei hao 	配好	c=1 d=1.7095e-161 t=325666
pei he 	配合	c=7 d=4.82401e-13 t=325666
pei lie 	配列	c=1 d=2.84439e-151 t=325666
pei ou 	配偶	c=1 d=1.73091e-131 t=325666
pei se 	配色	c=3 d=2.53297e-81 t=325666
pei shang 	披上	c=1 d=1.46453e-18 t=325666
pei shang 	配上	c=2 d=3.06633e-18 t=325666
pei tao 	配套	c=1 d=2.9289e-25 t=325666
pei wo 	陪我	c=1 d=4.71934e-49 t=325666
pei xun 	培訓	c=6 d=7.52789e-160 t=325666
pei yang 	培養	c=1 d=5.9663e-72 t=325666
pei zhi 	配制	c=1 d=1.14482e-238 t=325666
pei zhi 	配置	c=326 d=20.7498 t=325666
pei zhi de 	配置的	c=2 d=5.01747e-05 t=325666
pei zhi fa bu 	配置發佈	c=1 d=6.04642e-170 t=325666
pei zhi le 	配置了	c=3 d=9.44523e-06 t=325666
pei zhi wen jian jia 	配置文件夾	c=1 d=1.74231e-120 t=325666
pen 	噴	c=1 d=2.80855e-237 t=325666
pen 	盆	c=1 d=5.657e-34 t=325666
pen ti 	噴嚏	c=1 d=6.92484e-207 t=325666
peng 	碰	c=4 d=2.36358e-149 t=325666
peng 	鵬	c=41 d=1.9905 t=325666
peng ci 	碰瓷	c=1 d=1.80721e-256 t=325666
peng mian 	碰面	c=1 d=3.72328e-201 t=325666
peng yo 	鵬唷	c=1 d=3.4181e-48 t=325666
peng you 	朋友	c=129 d=0.0767205 t=325666
peng you men 	朋友們	c=2 d=7.03519e-99 t=325666
peng you qu a 	朋友去啊	c=1 d=0.771052 t=325666
peng you quan 	朋友圈	c=5 d=1.78496 t=325666
peng you ye mian 	朋友頁面	c=1 d=3.39277e-225 t=325666
peng zhang 	膨脹	c=2 d=6.45003e-48 t=325666
peng zhang le 	膨脹了	c=1 d=6.00929e-127 t=325666
pi 	屁	c=1 d=6.22374e-69 t=325666
pi 	批	c=3 d=8.70042e-69 t=325666
pi 	皮	c=1 d=0.119433 t=325666
pi ao 	皮襖	c=0 d=7.69068e-148 t=325666
pi ci 	批次	c=1 d=2.99071e-06 t=325666
pi dan 	皮蛋	c=1 d=2.46807e-11 t=325666
pi dou 	批鬥	c=1 d=1.07756e-114 t=325666
pi fu 	皮膚	c=19 d=5.45739e-12 t=325666
pi fu ke 	皮膚科	c=1 d=4.52817e-180 t=325666
pi gu 	屁股	c=0 d=1.49393e-282 t=325666
pi gu mu 	屁股木	c=1 d=1.50142e-281 t=325666
pi ka 	皮卡	c=1 d=3.09335e-50 t=325666
pi le 	批了	c=1 d=4.81831e-146 t=325666
pi liang 	批量	c=84 d=0.609571 t=325666
pi liang jie kou 	批量接口	c=1 d=0.0229371 t=325666
pi liang lao qu 	批量撈取	c=1 d=3.29751e-96 t=325666
pi mei 	媲美	c=1 d=1.38197e-100 t=325666
pi pan 	批判	c=1 d=3.77758e-48 t=325666
pi pei 	匹配	c=25 d=0.831104 t=325666
pi ping 	批評	c=1 d=0.219808 t=325666
pi qi 	脾氣	c=2 d=3.25537e-33 t=325666
pi qu 	皮區	c=0 d=3.43384e-103 t=325666
pian 	偏	c=4 d=1.29826e-12 t=325666
pian 	片	c=14 d=0.055299 t=325666
pian 	篇	c=2 d=2.47506e-103 t=325666
pian 	騙	c=7 d=0.937067 t=325666
pian ai 	偏愛	c=1 d=1.54949e-05 t=325666
pian cha 	偏差	c=7 d=3.01082e-26 t=325666
pian da 	偏大	c=1 d=9.86463e-164 t=325666
pian duan 	片斷	c=1 d=3.52882e-217 t=325666
pian duan 	片段	c=11 d=1.20819e-07 t=325666
pian gao 	偏高	c=2 d=5.45128e-10 t=325666
pian guo 	騙過	c=1 d=1.24299e-59 t=325666
pian qian 	騙錢	c=1 d=1.40626e-246 t=325666
pian shang 	偏上	c=1 d=4.36555e-44 t=325666
pian xiang 	偏向	c=1 d=3.69849e-05 t=325666
pian yi 	便宜	c=8 d=0.0778801 t=325666
pian yi 	偏移	c=19 d=3.44845e-05 t=325666
piao 	瓢	c=1 d=1.89611e-174 t=325666
piao 	票	c=3 d=6.41261e-09 t=325666
piao 	飄	c=2 d=4.37122e-118 t=325666
piao chuang 	飄窗	c=1 d=1.62656e-76 t=325666
piao fang 	票房	c=1 d=4.70064e-208 t=325666
piao ju 	票據	c=4 d=4.66697e-06 t=325666
piao le 	票了	c=1 d=1.1768e-121 t=325666
piao liang 	漂亮	c=3 d=0.263313 t=325666
pin 	品	c=29 d=2.28645e-05 t=325666
pin 	拼	c=7 d=4.64197e-31 t=325666
pin 	頻	c=4 d=5.7921e-27 t=325666
pin bi 	拼比	c=1 d=8.2139e-186 t=325666
pin dao 	頻道	c=15 d=4.44267e-07 t=325666
pin fan 	頻繁	c=18 d=4.41332e-25 t=325666
pin fan ge 	頻繁哥	c=1 d=1.69204e-246 t=325666
pin guo 	拼過	c=1 d=0.0287246 t=325666
pin jie 	拼接	c=42 d=0.0205101 t=325666
pin kong 	品控	c=1 d=5.99052e-149 t=325666
pin kong 	頻控	c=34 d=1.00227 t=325666
pin le 	拼了	c=1 d=2.41996e-191 t=325666
pin lei 	品類	c=1 d=2.59268e-61 t=325666
pin lu 	品路	c=1 d=5.83344e-13 t=325666
pin lun 	品論	c=4 d=1.21049e-12 t=325666
pin lv 	頻率	c=3 d=2.681e-14 t=325666
pin ming 	拼命	c=1 d=9.27158e-258 t=325666
pin pin 	頻頻	c=1 d=2.2555e-69 t=325666
pin ru 	贫乳	c=1 d=0.955997 t=325666
pin tai 	貧胎	c=1 d=7.62786e-80 t=325666
pin tu 	拼圖	c=1 d=0.980199 t=325666
pin yi 	頻移	c=1 d=2.97418e-29 t=325666
pin yin 	拼音	c=1 d=0.97531 t=325666
pin zhong 	品種	c=1 d=3.60142e-45 t=325666
ping 	凭	c=1 d=2.38457e-106 t=325666
ping 	屏	c=119 d=0.0773055 t=325666
ping 	平	c=11 d=4.96754e-05 t=325666
ping 	瓶	c=2 d=1.51535e-37 t=325666
ping 	評	c=34 d=3.66232e-07 t=325666
ping an 	平安	c=2 d=0.995012 t=325666
ping ban 	平板	c=11 d=0.000225019 t=325666
ping bi 	屏蔽	c=157 d=1.38324e-07 t=325666
ping bi de 	屏蔽的	c=1 d=1.09355e-52 t=325666
ping bi le 	屏蔽了	c=2 d=6.47487e-116 t=325666
ping bi li 	屏比例	c=1 d=1.87737e-116 t=325666
ping bi luo ji 	屏蔽邏輯	c=1 d=2.4016e-219 t=325666
ping bi yi xia 	屏蔽一下	c=1 d=1.74723e-65 t=325666
ping bu 	平補	c=1 d=3.77108e-204 t=325666
ping ce 	評測	c=1 d=5.7674e-173 t=325666
ping chang 	平常	c=22 d=0.873716 t=325666
ping chang xin 	平常心	c=2 d=0.790571 t=325666
ping dan 	平淡	c=1 d=1.12551e-38 t=325666
ping di 	平底	c=1 d=9.24e-71 t=325666
ping fan 	平凡	c=1 d=2.07426e-201 t=325666
ping fang 	平方	c=1 d=4.43247e-164 t=325666
ping gu 	評估	c=35 d=6.8948e-08 t=325666
ping gu dao 	評估到	c=1 d=2.56172e-08 t=325666
ping gu le 	評估了	c=1 d=6.67317e-07 t=325666
ping guo 	蘋果	c=47 d=7.05531 t=325666
ping guo dian 	苹果店	c=1 d=5.03131e-08 t=325666
ping heng dian 	平衡點	c=1 d=4.02036e-163 t=325666
ping jia 	評價	c=3 d=2.42329e-163 t=325666
ping jie 	憑藉	c=2 d=6.07388e-07 t=325666
ping jing 	平靜	c=1 d=7.5107e-45 t=325666
ping ju 	平局	c=2 d=1.29458e-200 t=325666
ping jun 	平均	c=28 d=0.0642483 t=325666
ping jun zhi 	平均值	c=7 d=0.0349697 t=325666
ping kong 	憑空	c=4 d=0.346681 t=325666
ping kou jie 	平口接	c=0 d=6.38062e-10 t=325666
ping kou jie kong 	平口接空	c=1 d=6.41261e-09 t=325666
ping kou lun 	屏口轮	c=1 d=2.56565e-26 t=325666
ping le 	平了	c=1 d=1.17731e-38 t=325666
ping liang 	平梁	c=2 d=0.603505 t=325666
ping lu 	平爐	c=16 d=2.8025e-06 t=325666
ping lun 	評論	c=1249 d=1.21056 t=325666
ping lun a 	評論啊	c=1 d=1.21589e-35 t=325666
ping lun an niu 	評論按扭	c=1 d=1.25878e-178 t=325666
ping lun ba 	評論吧	c=2 d=3.84198e-41 t=325666
ping lun de 	評論的	c=2 d=2.75521e-14 t=325666
ping lun hou 	評論後	c=2 d=1.32169e-46 t=325666
ping lun hui fu 	評論回覆	c=1 d=6.2252e-13 t=325666
ping lun ji 	評論及	c=1 d=6.84261e-96 t=325666
ping lun kuang 	評論框	c=2 d=2.42159e-52 t=325666
ping lun lie biao 	評論列表	c=2 d=9.53761e-91 t=325666
ping lun mian 	評論麪	c=2 d=2.86078e-101 t=325666
ping lun mian ban 	評論面板	c=120 d=1.02157 t=325666
ping lun mian ban ni 	評論面板你	c=1 d=2.61028e-23 t=325666
ping lun mian ban zhong 	評論面板中	c=1 d=8.47578e-26 t=325666
ping lun ni 	評論你	c=2 d=2.70087e-42 t=325666
ping lun qing qiu 	評論請求	c=1 d=2.57073e-108 t=325666
ping lun qu 	评论区	c=18 d=0.00195075 t=325666
ping lun shu 	評論數	c=7 d=2.20452e-06 t=325666
ping lun xia 	評論下	c=1 d=8.67852e-10 t=325666
ping lun zhi hou 	評論之後	c=1 d=2.22457e-83 t=325666
ping mi 	平米	c=1 d=4.38836e-164 t=325666
ping mian 	平面	c=3 d=3.1942e-192 t=325666
ping mu 	屏幕	c=104 d=0.0385018 t=325666
ping mu duo 	屏幕多	c=1 d=2.50403e-181 t=325666
ping mu nei 	屏幕那	c=1 d=1.42415e-42 t=325666
ping mu shang 	屏幕上	c=1 d=7.11944e-92 t=325666
ping pan 	評判	c=3 d=3.0829e-19 t=325666
ping ping 	平平	c=1 d=5.54215e-28 t=325666
ping qian 	平淺	c=1 d=2.18684e-117 t=325666
ping shen 	評審	c=96 d=0.00252447 t=325666
ping shen he 	評審和	c=1 d=3.68572e-170 t=325666
ping shen ren 	評審人	c=1 d=1.16209e-267 t=325666
ping tai 	平台	c=129 d=2.53329e-05 t=325666
ping tai dang 	平台檔	c=1 d=2.45686e-75 t=325666
ping tai liang 	平台梁	c=1 d=1.76443e-92 t=325666
ping xuan 	評選	c=1 d=1.5335e-30 t=325666
ping yi 	平移	c=3 d=6.58451e-246 t=325666
po 	坡	c=1 d=0.951229 t=325666
po 	婆	c=1 d=0.0515605 t=325666
po 	破	c=12 d=1.15384e-07 t=325666
po an 	破案	c=2 d=6.50182e-193 t=325666
po chan 	破產	c=1 d=9.10679e-106 t=325666
po chuang 	破窗	c=24 d=1.86506e-09 t=325666
po di 	坡地	c=2 d=0.000485661 t=325666
po fang 	破防	c=1 d=1.60841e-91 t=325666
po jie 	破解	c=5 d=6.22077e-34 t=325666
po li 	魄力	c=1 d=8.06875e-94 t=325666
po shi 	迫使	c=1 d=7.61797e-06 t=325666
