# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	112144
#@/user_id	MacBook
a 	啊	c=165 d=0.114078 t=112144
ping lun 	評論	c=410 d=0.000688011 t=112144
ping lun an niu 	評論按扭	c=1 d=1.25878e-178 t=112144
ping lun ba 	評論吧	c=1 d=1.28744e-90 t=112144
ping lun hou 	評論後	c=1 d=1.32169e-46 t=112144
ping lun ji 	評論及	c=1 d=6.84261e-96 t=112144
ping lun kuang 	評論框	c=2 d=2.42159e-52 t=112144
ping lun lie biao 	評論列表	c=2 d=9.53761e-91 t=112144
ping lun mian 	評論麪	c=2 d=2.86078e-101 t=112144
ping lun mian ban 	評論面板	c=54 d=3.20805e-20 t=112144
ping lun mian ban zhong 	評論面板中	c=1 d=8.47578e-26 t=112144
ping lun qu 	评论区	c=3 d=2.1904e-48 t=112144
ping lun shu 	評論數	c=3 d=3.00675e-157 t=112144
ping mi 	平米	c=1 d=4.38836e-164 t=112144
ping mian 	平面	c=1 d=2.46373e-196 t=112144
ping mu 	屏幕	c=33 d=1.84727e-73 t=112144
ping mu shang 	屏幕上	c=1 d=7.11944e-92 t=112144
ping qian 	平淺	c=1 d=2.18684e-117 t=112144
ping shen 	評審	c=30 d=0.00252447 t=112144
ping tai 	平台	c=94 d=2.53329e-05 t=112144
ping tai dang 	平台檔	c=1 d=2.45686e-75 t=112144
ping tai liang 	平台梁	c=1 d=1.76443e-92 t=112144
po 	破	c=3 d=1.77038e-14 t=112144
po chan 	破產	c=1 d=9.10679e-106 t=112144
po chuang 	破窗	c=1 d=6.53309e-169 t=112144
po jie 	破解	c=3 d=2.02279e-117 t=112144
po li 	魄力	c=1 d=8.06875e-94 t=112144
po zai 	迫在	c=1 d=1.17082e-208 t=112144
pou 	剖	c=0 d=5.83963e-144 t=112144
pu 	普	c=0 d=3.12913e-98 t=112144
pu bu liu 	瀑布流	c=3 d=9.70221e-238 t=112144
pu er 	普洱	c=1 d=6.03692e-34 t=112144
pu jie 	撲街	c=1 d=4.20026e-178 t=112144
pu lu 	鋪路	c=1 d=9.2703e-227 t=112144
pu men 	普门	c=0 d=1.37301e-54 t=112144
pu sa 	菩薩	c=1 d=1.37812e-126 t=112144
pu tong 	普通	c=17 d=7.87699e-17 t=112144
pu zhao 	普照	c=2 d=3.29251e-47 t=112144
qi 	七	c=3 d=2.89455e-92 t=112144
qi 	其	c=1 d=8.91981e-156 t=112144
qi 	器	c=62 d=2.81382e-19 t=112144
qi 	期	c=82 d=3.60841e-09 t=112144
qi 	氣	c=4 d=9.7531e-177 t=112144
qi 	砌	c=1 d=5.47284e-27 t=112144
qi 	起	c=43 d=3.09124e-28 t=112144
qi 	齊	c=5 d=2.02096e-42 t=112144
qi ba 	七八	c=1 d=2.35252e-182 t=112144
qi ba ge 	七八個	c=2 d=1.06572e-131 t=112144
qi bo 	啓播	c=59 d=2.42515e-128 t=112144
qi bo ri zhi 	啓播日誌	c=1 d=1.78296e-156 t=112144
qi bu shi 	豈不是	c=4 d=8.59335e-41 t=112144
qi chuang 	起牀	c=3 d=2.31355e-162 t=112144
qi dai 	期待	c=11 d=0.00133343 t=112144
qi dai de 	期待的	c=1 d=3.64467e-09 t=112144
qi dong 	啓動	c=33 d=5.86397e-16 t=112144
qi e 	企鵝	c=5 d=6.40572e-133 t=112144
qi gao 	氣鎬	c=1 d=8.81819e-227 t=112144
qi ge 	氣割	c=1 d=2.60356e-169 t=112144
qi guai 	奇怪	c=34 d=0.00010464 t=112144
qi guai kuang 	奇怪框	c=1 d=2.31348e-191 t=112144
qi guai le 	奇怪了	c=1 d=7.76401e-141 t=112144
qi guai o 	奇怪哦	c=1 d=2.92395e-152 t=112144
qi jian 	其间	c=2 d=1.35775e-186 t=112144
qi jian 	期間	c=38 d=8.87345e-36 t=112144
qi kai de sheng 	旗开得胜	c=1 d=1.11971e-36 t=112144
qi la 	其拉	c=1 d=4.83815e-18 t=112144
qi lai 	起來	c=35 d=0.0014481 t=112144
qi lai de 	起來的	c=1 d=4.09334e-110 t=112144
qi ma 	起碼	c=3 d=6.45552e-58 t=112144
qi mei 	奇美	c=1 d=1.93868e-53 t=112144
qi pao 	氣泡	c=23 d=1.2436e-26 t=112144
qi qi 	其七	c=1 d=5.87871e-192 t=112144
qi qi guai guai 	奇奇怪怪	c=2 d=1.94397e-85 t=112144
qi quan 	齊全	c=1 d=1.03327e-32 t=112144
qi se 	起色	c=1 d=7.76589e-232 t=112144
qi shi 	其實	c=124 d=0.0332252 t=112144
qi shi chi zhong wu 	岂是池中物	c=1 d=2.08457e-83 t=112144
qi ta 	其他	c=171 d=0.264715 t=112144
qi ta can shu 	其他參數	c=1 d=8.76312e-124 t=112144
qi ta de 	其他的	c=1 d=4.21961e-232 t=112144
qi ta ren 	其他人	c=3 d=2.2235e-48 t=112144
qi tian 	七天	c=2 d=2.44427e-44 t=112144
qi wang 	期望	c=1 d=3.59935e-98 t=112144
qi wang de 	期望的	c=1 d=3.6174e-97 t=112144
qi xian 	期限	c=1 d=8.78636e-67 t=112144
qi ye 	企業	c=19 d=3.40042e-108 t=112144
qi ye wei xin 	企業微信	c=2 d=1.03662e-108 t=112144
qi yong 	啓用	c=1 d=4.88261e-08 t=112144
qi zhong 	其中	c=29 d=0.29671 t=112144
qi zuo yong 	起作用	c=1 d=6.40258e-20 t=112144
qia duan 	掐斷	c=1 d=2.45513e-243 t=112144
qian 	前	c=88 d=1.15007e-15 t=112144
qian 	千	c=3 d=5.49599e-106 t=112144
qian 	欠	c=1 d=5.8809e-167 t=112144
qian 	淺	c=2 d=1.0319e-08 t=112144
qian 	錢	c=14 d=2.58617e-31 t=112144
qian ban 	千般	c=1 d=5.48403e-51 t=112144
qian cai 	錢財	c=1 d=8.57388e-220 t=112144
qian dao 	簽到	c=1 d=2.30711e-188 t=112144
qian de 	乾的	c=1 d=1.16212e-91 t=112144
qian dou 	前都	c=1 d=1.87647e-81 t=112144
qian duan 	前段	c=2 d=4.83423e-126 t=112144
qian duan 	前端	c=8 d=1.28442e-80 t=112144
qian duan shi jian 	前段時間	c=2 d=7.48494e-34 t=112144
qian fen 	千分	c=1 d=1.11113e-122 t=112144
qian gu 	千古	c=1 d=2.7655e-173 t=112144
qian hou 	前後	c=33 d=1.03342e-19 t=112144
qian hou tai 	前後太	c=2 d=3.45671e-180 t=112144
qian jin 	前進	c=1 d=1.24799e-18 t=112144
qian le 	乾了	c=1 d=1.95884e-57 t=112144
qian liang tian 	前兩天	c=2 d=2.22085e-34 t=112144
qian mian 	前面	c=6 d=8.42032e-37 t=112144
qian mian de 	前面的	c=1 d=3.17847e-134 t=112144
qian ming 	簽名	c=1 d=4.20513e-221 t=112144
qian nian 	前年	c=1 d=2.71302e-36 t=112144
qian qi 	前期	c=2 d=3.18204e-59 t=112144
qian qian 	千千	c=1 d=7.71289e-34 t=112144
qian qu cai 	千屈菜	c=5 d=6.66274e-18 t=112144
qian ren 	前任	c=1 d=9.46946e-183 t=112144
qian san ge 	前三個	c=1 d=1.10725e-169 t=112144
qian tai 	前台	c=8 d=1.27993e-80 t=112144
qian tao 	嵌套	c=5 d=4.93204e-97 t=112144
qian tao 	潛逃	c=1 d=4.79218e-229 t=112144
qian ti 	前提	c=6 d=2.01972e-06 t=112144
qian ti xia 	前提下	c=3 d=1.01337e-69 t=112144
qian tu 	前途	c=5 d=3.89971e-33 t=112144
qian wang 	前往	c=1 d=2.28625e-140 t=112144
qian wu 	前五	c=1 d=1.65947e-47 t=112144
qian xu 	前序	c=1 d=1.12985e-142 t=112144
qian yi 	遷移	c=8 d=3.83349e-15 t=112144
qian yi nian 	前一年	c=1 d=5.07987e-209 t=112144
qian yi shi 	潛意識	c=1 d=1.4227e-177 t=112144
qian yi tian 	前一天	c=1 d=1.17049e-146 t=112144
qian zhi 	前置	c=10 d=1.57934e-53 t=112144
qian zhui 	前綴	c=7 d=9.43529e-23 t=112144
qiang 	強	c=29 d=1.47007e-33 t=112144
qiang 	搶	c=4 d=5.72961e-37 t=112144
qiang 	槍	c=1 d=4.23626e-102 t=112144
qiang 	牆	c=6 d=8.28879e-87 t=112144
qiang bi 	槍斃	c=1 d=1.65295e-177 t=112144
qiang cha 	羌察	c=1 d=8.34283e-134 t=112144
qiang lie 	強烈	c=1 d=2.94179e-106 t=112144
qiang shen 	強身	c=1 d=1.44737e-232 t=112144
qiang yi lai 	強依賴	c=1 d=8.36727e-139 t=112144
qiang you li 	強有力	c=1 d=2.28515e-105 t=112144
qiang zhi 	強制	c=43 d=3.80711e-22 t=112144
qiang zhuan 	強轉	c=1 d=2.7123e-121 t=112144
qiao 	巧	c=1 d=5.54656e-243 t=112144
qiao 	敲	c=2 d=9.52888e-139 t=112144
qiao bu si 	喬布斯	c=2 d=1.01885e-210 t=112144
qiao cui 	憔悴	c=1 d=4.93073e-182 t=112144
qiao jie 	橋接	c=9 d=5.09976e-06 t=112144
qiao le 	巧了	c=1 d=3.36678e-164 t=112144
qie 	且	c=12 d=1.93018e-06 t=112144
qie 	切	c=42 d=1.06394e-82 t=112144
qie dao 	切導	c=1 d=8.1988e-135 t=112144
qie fen 	切分	c=1 d=2.36711e-49 t=112144
qie ge 	切割	c=1 d=4.01421e-145 t=112144
qie hou 	切厚	c=1 d=1.10616e-128 t=112144
qie huan 	切換	c=71 d=0.0383 t=112144
qie huan dao 	切換到	c=1 d=1.70572e-135 t=112144
qie huan hou 	切換後	c=1 d=6.41505e-131 t=112144
qie huan le 	切換了	c=1 d=2.27453e-109 t=112144
qie lai 	切來	c=1 d=8.53339e-135 t=112144
qie le 	切了	c=1 d=6.36745e-161 t=112144
qie ru 	切入	c=1 d=1.23021e-202 t=112144
qie tu 	切圖	c=1 d=1.55177e-81 t=112144
qin 	親	c=1 d=1.40175e-32 t=112144
qin qi 	親戚	c=3 d=1.01788e-32 t=112144
qing 	傾	c=1 d=5.39399e-209 t=112144
qing 	情	c=3 d=8.02313e-34 t=112144
qing 	清	c=8 d=6.63833e-63 t=112144
qing 	請	c=33 d=0.279431 t=112144
qing 	輕	c=36 d=0.105252 t=112144
qing bing qie 	請並且	c=1 d=8.00947e-213 t=112144
qing bu yao 	請不要	c=1 d=2.10752e-06 t=112144
qing chu 	清楚	c=41 d=0.000804733 t=112144
qing chu 	清除	c=14 d=2.24137e-05 t=112144
qing chu le 	清楚了	c=1 d=2.91758e-97 t=112144
qing ge 	情歌	c=1 d=9.21173e-35 t=112144
qing hua 	清華	c=1 d=1.77262e-117 t=112144
qing jia 	親家	c=3 d=2.69857e-32 t=112144
qing jia 	請假	c=11 d=2.36569e-35 t=112144
qing jia le 	請假了	c=1 d=8.12491e-58 t=112144
qing jiao 	請教	c=8 d=3.75938e-50 t=112144
qing jiao xia 	請教下	c=1 d=7.43573e-74 t=112144
qing kong 	清空	c=10 d=4.38127e-86 t=112144
qing kuan 	請款	c=1 d=1.23457e-126 t=112144
qing kuang 	情況	c=112 d=0.000459755 t=112144
qing kuang a 	情況啊	c=2 d=4.77265e-181 t=112144
qing kuang dao shi 	情況倒是	c=1 d=7.87649e-75 t=112144
qing kuang jiu shi 	情況就是	c=1 d=4.65482e-181 t=112144
qing kuang le 	情況了	c=1 d=1.03894e-67 t=112144
qing kuang xia 	情況下	c=64 d=0.460577 t=112144
qing kuang xiao ai 	情況小愛	c=4 d=4.20465e-14 t=112144
qing le 	請了	c=1 d=5.83902e-83 t=112144
qing li 	清理	c=10 d=2.67671e-46 t=112144
qing lian 	情鏈	c=1 d=6.01313e-17 t=112144
qing liang 	清涼	c=5 d=2.17207e-08 t=112144
qing lun 	晴綸	c=1 d=1.49021e-46 t=112144
qing peng you 	請朋友	c=1 d=2.38767e-180 t=112144
qing qian 	青鉛	c=0 d=7.19105e-240 t=112144
qing qing 	輕輕	c=1 d=7.31904e-35 t=112144
qing qing qiu ci ren 	輕請求此人	c=1 d=0.132656 t=112144
qing qiu 	請求	c=104 d=2.30162e-08 t=112144
qing qiu bao 	請求包	c=1 d=2.16126e-155 t=112144
qing qiu ci 	請求次	c=1 d=1.79048e-88 t=112144
qing qiu ci ren 	請求此人	c=5 d=0.0131993 t=112144
qing qiu ci ren la ye er ba se 	請求此人拉葉兒耙色	c=1 d=1.86533e-11 t=112144
qing qiu le 	請求了	c=1 d=1.24732e-188 t=112144
qing qiu xia 	請求下	c=1 d=1.27118e-205 t=112144
qing ren 	情人	c=1 d=6.55664e-35 t=112144
qing sao 	清掃	c=1 d=9.78409e-97 t=112144
qing shao nian 	青少年	c=10 d=1.12854e-99 t=112144
qing song 	輕鬆	c=0 d=2.72627e-153 t=112144
qing teng 	青騰	c=1 d=9.60378e-231 t=112144
qing ti 	輕蹄	c=1 d=9.02107e-83 t=112144
qing wa 	青蛙	c=0 d=3.4647e-120 t=112144
qing wen 	請問	c=16 d=1.63933e-21 t=112144
qing wen en 	請問嗯	c=1 d=3.54528e-66 t=112144
qing wen xia 	請問下	c=3 d=8.13849e-107 t=112144
qing xi 	清晰	c=1 d=7.86711e-61 t=112144
qing xia 	青蝦	c=1 d=2.64184e-223 t=112144
qing xing 	清醒	c=1 d=4.21615e-193 t=112144
qing xu 	情緒	c=2 d=1.95084e-117 t=112144
qing zhu 	慶祝	c=1 d=3.62576e-36 t=112144
qiong tu 	窮徒	c=1 d=1.30264e-81 t=112144
qiong tu mo lu 	穷途末路	c=1 d=1.1045e-81 t=112144
qiu 	求	c=31 d=2.59372e-07 t=112144
qiu 	球	c=1 d=1.15755e-221 t=112144
qiu 	秋	c=1 d=5.35978e-193 t=112144
qiu dan 	丘丹	c=0 d=1.63217e-235 t=112144
qiu dao yu 	秋刀魚	c=1 d=3.09147e-131 t=112144
qiu sheng 	求生	c=1 d=1.18712e-18 t=112144
qu 	區	c=15 d=1.95198 t=112144
qu 	去	c=140 d=2.13975e-08 t=112144
qu 	取	c=170 d=4.57083e-05 t=112144
qu 	曲	c=7 d=3.86256e-45 t=112144
qu bie 	區別	c=43 d=0.822835 t=112144
qu bie shi 	區別是	c=1 d=7.86182e-200 t=112144
qu bu dao 	取不到	c=3 d=1.23299e-09 t=112144
qu bu qu 	去不去	c=1 d=4.69075e-242 t=112144
qu chong 	去重	c=9 d=7.36571e-103 t=112144
qu chu 	去除	c=19 d=7.92322e-27 t=112144
qu chu 	取出	c=15 d=1.18729e-49 t=112144
qu cuo 	取錯	c=2 d=4.32725e-192 t=112144
qu dao 	去到	c=1 d=1.90887e-194 t=112144
qu dao 	渠道	c=4 d=8.01785e-49 t=112144
qu de 	去的	c=0 d=4.69075e-243 t=112144
qu de 	取得	c=7 d=7.359e-99 t=112144
qu de hua 	去的話	c=1 d=4.71426e-242 t=112144
qu de shi 	取得是	c=1 d=1.3153e-224 t=112144
qu diao 	去掉	c=24 d=1.6312e-05 t=112144
qu er 	区二	c=1 d=5.4223e-153 t=112144
qu fa 	取法	c=1 d=1.40705e-47 t=112144
qu fen 	區分	c=29 d=4.57689e-13 t=112144
qu fen zi duan 	區分字段	c=1 d=4.59984e-12 t=112144
qu guo 	去過	c=1 d=4.78551e-242 t=112144
qu he 	去核	c=1 d=7.29299e-140 t=112144
qu jian 	區間	c=16 d=1.34295e-116 t=112144
qu lao ban 	曲老闆	c=1 d=5.6526e-113 t=112144
qu le 	去了	c=8 d=5.38219e-07 t=112144
qu na 	去哪	c=1 d=5.43686e-67 t=112144
qu nian 	去年	c=9 d=5.35404e-34 t=112144
qu ri 	取日	c=0 d=4.91382e-172 t=112144
qu shi 	趨勢	c=1 d=4.67561e-204 t=112144
qu shu ju 	取數據	c=1 d=6.15428e-84 t=112144
qu xian 	曲線	c=10 d=1.33743e-97 t=112144
qu xiao 	取消	c=49 d=1.2562e-07 t=112144
qu xiao ai 	去小愛	c=1 d=7.6367e-123 t=112144
qu xiao hou 	取消後	c=2 d=1.30881e-19 t=112144
qu yang 	取樣	c=1 d=3.48825e-228 t=112144
qu ye mian 	取頁面	c=1 d=5.09421e-154 t=112144
qu yu 	區域	c=3 d=1.61966e-26 t=112144
qu zhao 	去爪	c=1 d=2.00761e-111 t=112144
qu zhi 	取值	c=3 d=7.55647e-131 t=112144
qu zuo 	去做	c=1 d=4.77911e-50 t=112144
quan 	全	c=33 d=0.0104174 t=112144
quan 	券	c=1 d=3.30956e-227 t=112144
quan 	圈	c=3 d=1.19449e-32 t=112144
quan bu 	全部	c=20 d=6.9045e-47 t=112144
quan bu zhan shi 	全部展示	c=1 d=1.65819e-126 t=112144
quan chang 	全場	c=2 d=3.48785e-21 t=112144
quan chang jin 	全常進	c=2 d=2.4453e-118 t=112144
quan chang jing 	全場景	c=21 d=4.72325e-21 t=112144
quan cheng 	全程	c=1 d=3.11691e-51 t=112144
quan ding 	圈定	c=1 d=6.89728e-72 t=112144
quan dou 	全都	c=2 d=2.0828e-73 t=112144
quan dou shi 	全都是	c=1 d=2.80729e-173 t=112144
quan guo 	全國	c=1 d=2.59693e-139 t=112144
quan jiao 	权教	c=1 d=5.30843e-168 t=112144
quan ju 	全局	c=18 d=6.78441e-25 t=112144
quan liang 	权量	c=2 d=4.30349e-35 t=112144
quan liang le 	权量了	c=1 d=5.42208e-35 t=112144
quan liu cheng 	全流程	c=1 d=7.00174e-43 t=112144
quan mian 	全面	c=2 d=1.15729e-163 t=112144
quan pin 	全拼	c=1 d=9.81808e-79 t=112144
quan ping 	全屏	c=11 d=0.339944 t=112144
quan ping an niu 	全屏按扭	c=3 d=1.08179e-81 t=112144
quan quan 	圈圈	c=1 d=9.82813e-238 t=112144
quan shang 	券商	c=1 d=1.26046e-223 t=112144
quan shi jie 	全世界	c=1 d=4.53984e-34 t=112144
quan ti 	全體	c=0 d=1.06199e-179 t=112144
quan xian 	權限	c=58 d=3.40701e-21 t=112144
quan xian le 	權限了	c=1 d=2.90599e-109 t=112144
quan xin 	全新	c=1 d=2.123e-92 t=112144
quan yu 	痊癒	c=2 d=1.09361e-125 t=112144
quan yuan 	全員	c=1 d=1.63189e-232 t=112144
quan zi 	圈子	c=8 d=4.4374e-22 t=112144
que 	卻	c=3 d=0.271173 t=112144
que 	缺	c=2 d=3.87613e-145 t=112144
que bao 	確保	c=4 d=2.08543e-58 t=112144
que ding 	確定	c=64 d=6.84094e-05 t=112144
que ding le 	確定了	c=3 d=2.37216e-67 t=112144
que ding xia 	確定下	c=8 d=9.49742e-12 t=112144
que ding xiao ai 	確定小愛	c=1 d=6.82676e-10 t=112144
que ding yi xia 	確定一下	c=4 d=0.0180429 t=112144
que le 	缺了	c=2 d=5.40872e-160 t=112144
que lou 	缺漏	c=5 d=3.70817e-58 t=112144
que re 	卻熱	c=1 d=1.25403e-16 t=112144
que ren 	確認	c=133 d=3.48541e-09 t=112144
que ren le 	確認了	c=7 d=4.78236e-58 t=112144
que ren xia 	確認下	c=10 d=2.4401e-24 t=112144
que shao 	缺少	c=3 d=4.83207e-62 t=112144
que shao le 	缺少了	c=1 d=4.23323e-123 t=112144
que shi 	卻是	c=2 d=0.364219 t=112144
que shi 	確實	c=88 d=0.170372 t=112144
que shi 	缺失	c=10 d=2.45018e-43 t=112144
que shi shi 	確實是	c=1 d=2.96338e-45 t=112144
que xian 	缺陷	c=2 d=4.38058e-55 t=112144
que zhen 	確診	c=1 d=5.87509e-126 t=112144
qun 	羣	c=59 d=0.0139493 t=112144
qun gong gao 	羣公告	c=1 d=0.00412785 t=112144
qun le 	羣了	c=1 d=6.77957e-46 t=112144
qun li 	羣裏	c=42 d=0.13201 t=112144
qun liao 	羣聊	c=1 d=4.98776e-229 t=112144
qun xiang ce 	群相冊	c=2 d=3.05177e-126 t=112144
qun zu 	羣組	c=1 d=9.93907e-223 t=112144
ran 	冉	c=1 d=2.07813e-76 t=112144
ran 	燃	c=5 d=0.0434998 t=112144
ran hou 	然後	c=258 d=0.751866 t=112144
ran hou jiu 	然後就	c=1 d=8.12913e-211 t=112144
ran hou pou 	然後剖	c=1 d=5.86891e-143 t=112144
rang 	讓	c=82 d=0.124395 t=112144
rang ni 	讓你	c=1 d=1.72157e-38 t=112144
rang ta 	讓他	c=1 d=4.17887e-118 t=112144
rang wo 	讓我	c=7 d=1.36691e-32 t=112144
rao 	擾	c=1 d=1.35318e-117 t=112144
rao 	繞	c=1 d=3.55797e-108 t=112144
rao luan 	擾亂	c=1 d=2.44878e-242 t=112144
re 	熱	c=3 d=3.26547e-40 t=112144
re lie 	熱烈	c=1 d=5.67339e-68 t=112144
re men 	熱門	c=5 d=3.4737e-229 t=112144
re qing 	熱情	c=1 d=1.21091e-163 t=112144
ren 	人	c=89 d=0.00411998 t=112144
ren 	任	c=2 d=1.7564e-09 t=112144
ren 	認	c=1 d=3.05938e-214 t=112144
ren ao ti o 	人凹體哦	c=1 d=6.28991e-17 t=112144
ren cuo 	認錯	c=0 d=1.02997e-113 t=112144
ren de 	人的	c=1 d=9.76613e-193 t=112144
ren ge 	人格	c=1 d=4.56391e-243 t=112144
ren gong 	人工	c=10 d=1.06267e-72 t=112144
ren hai shi 	人還是	c=1 d=2.8228e-179 t=112144
ren he 	任何	c=5 d=1.59406e-152 t=112144
ren jia 	人家	c=1 d=3.54298e-29 t=112144
ren jia shi 	人家是	c=1 d=5.99499e-99 t=112144
ren jun 	人均	c=1 d=1.49585e-61 t=112144
ren ke 	認可	c=1 d=9.75609e-34 t=112144
ren lai shuo 	人來說	c=1 d=6.28849e-220 t=112144
ren le 	忍了	c=1 d=7.27192e-106 t=112144
ren lei 	人類	c=1 d=1.03948e-220 t=112144
ren li 	人力	c=4 d=7.19658e-13 t=112144
ren lian shi bie 	人臉識別	c=1 d=3.26272e-177 t=112144
ren qing 	人情	c=1 d=1.00615e-219 t=112144
ren qun 	人羣	c=14 d=2.86532e-54 t=112144
ren qun bao 	人羣包	c=1 d=1.65143e-78 t=112144
ren ren 	人人	c=1 d=1.74641e-177 t=112144
ren sheng 	人生	c=1 d=4.3148e-171 t=112144
ren shi 	人士	c=2 d=5.91838e-36 t=112144
ren shi 	認識	c=6 d=1.563e-107 t=112144
ren shou 	人手	c=0 d=5.70941e-114 t=112144
ren shou de 	人手的	c=1 d=5.73802e-113 t=112144
ren shu 	人數	c=34 d=7.16074e-28 t=112144
ren ti 	人梯	c=1 d=2.97975e-51 t=112144
ren ti 	人體	c=1 d=2.99469e-51 t=112144
ren wei 	認爲	c=4 d=4.46389e-12 t=112144
ren wu 	任務	c=45 d=8.61294e-09 t=112144
ren yi 	人义	c=2 d=1.77405e-09 t=112144
ren yi 	任意	c=4 d=9.90402e-09 t=112144
ren yuan 	人員	c=8 d=0.00400585 t=112144
ren zhen 	認真	c=2 d=5.61848e-130 t=112144
ren zheng 	人證	c=0 d=3.02893e-215 t=112144
ren zheng 	認證	c=9 d=1.44929e-130 t=112144
ren zheng le 	人證了	c=1 d=3.04411e-214 t=112144
ri 	日	c=17 d=8.97243e-19 t=112144
ri bao 	日報	c=2 d=3.56917e-42 t=112144
ri chang 	日常	c=11 d=4.51452e-31 t=112144
ri ji 	日記	c=9 d=2.97522e-33 t=112144
ri qi 	日期	c=71 d=1.43134e-10 t=112144
ri qi de 	日期的	c=1 d=8.68655e-109 t=112144
ri shen 	日神	c=0 d=3.10571e-186 t=112144
ri zhi 	日誌	c=198 d=0.0142644 t=112144
ri zi 	日子	c=3 d=1.2111e-18 t=112144
rong 	榮	c=3 d=1.15192e-166 t=112144
rong 	融	c=2 d=6.21544e-227 t=112144
rong liang 	容量	c=1 d=7.58957e-109 t=112144
rong qi 	容器	c=24 d=1.10898e-11 t=112144
rong yao 	榮耀	c=2 d=3.69611e-110 t=112144
rong yi 	容易	c=7 d=6.92736e-35 t=112144
rong yu 	冗余	c=1 d=4.67114e-134 t=112144
rong yu 	榮譽	c=1 d=1.05598e-170 t=112144
rong zai 	容災	c=1 d=2.2981e-142 t=112144
rou 	柔	c=1 d=7.61773e-35 t=112144
ru 	入	c=18 d=9.87631e-31 t=112144
ru 	如	c=5 d=2.50017e-16 t=112144
ru chi 	乳齒	c=1 d=1.93633e-215 t=112144
ru gu 	入股	c=1 d=8.46281e-08 t=112144
ru guo 	如果	c=107 d=0.183906 t=112144
ru guo shi 	如果是	c=2 d=1.50314e-30 t=112144
ru guo yi ge 	如果一個	c=1 d=6.68205e-52 t=112144
ru he 	如何	c=107 d=4.03115 t=112144
ru kou 	入口	c=147 d=0.203335 t=112144
ru kou shi 	入口是	c=2 d=3.17804e-103 t=112144
ru men 	入門	c=6 d=1.02677e-36 t=112144
ru xia 	如下	c=1 d=2.23002e-53 t=112144
ru xia tu 	如下圖	c=1 d=2.70311e-228 t=112144
ru yi 	如一	c=1 d=3.04315e-34 t=112144
ru yi 	如意	c=2 d=6.22576e-34 t=112144
ru you 	如有	c=1 d=6.57164e-150 t=112144
ruan 	軟	c=1 d=7.89963e-227 t=112144
ruan jian 	軟件	c=10 d=1.43036e-05 t=112144
ruan lian jie 	軟連接	c=1 d=5.68576e-123 t=112144
run hou tang 	润喉糖	c=1 d=8.18678e-59 t=112144
ruo 	弱	c=14 d=0.118244 t=112144
ruo 	若	c=3 d=0.000515692 t=112144
ruo wang 	弱網	c=9 d=0.223461 t=112144
ruo yin yong 	弱引用	c=3 d=2.01094e-171 t=112144
ruo ying yong 	弱應用	c=6 d=3.09388e-52 t=112144
ruo zhi 	弱智	c=1 d=7.95978e-228 t=112144
sa dan 	撒旦	c=0 d=7.95564e-76 t=112144
sa duo lei 	薩多雷	c=0 d=8.23903e-76 t=112144
sa duo lei ku si ka shi ji dao sha shou da kuo hao ji de shi 	薩多雷庫斯卡是極道殺手大括號集的勢	c=1 d=8.28033e-75 t=112144
sa ha ke 	薩哈可	c=0 d=7.95564e-76 t=112144
sa ha si 	薩哈斯	c=0 d=2.67766e-206 t=112144
sa huang 	撒謊	c=1 d=1.29284e-51 t=112144
sa jiao 	撒嬌	c=0 d=1.29284e-52 t=112144
sa kong jie 	洒空阶	c=0 d=3.74243e-86 t=112144
sa si 	卅四	c=0 d=1.29284e-52 t=112144
sai 	塞	c=17 d=5.26379e-10 t=112144
sai che 	塞車	c=2 d=9.86096e-189 t=112144
sai che 	賽車	c=1 d=1.40239e-243 t=112144
sai xuan 	塞選	c=2 d=1.01837e-67 t=112144
san 	三	c=37 d=0.00225406 t=112144
san 	散	c=4 d=4.93236e-39 t=112144
san bei 	三杯	c=1 d=4.35057e-33 t=112144
san bu qu 	三部曲	c=3 d=2.24174e-144 t=112144
san ci 	三次	c=2 d=1.15781e-18 t=112144
san da 	三大	c=1 d=0.0300467 t=112144
san dao kou 	三道口	c=1 d=1.7085e-66 t=112144
san dian 	三點	c=3 d=1.71462e-108 t=112144
san fen 	三分	c=0 d=5.64167e-150 t=112144
san fen yi 	三分一	c=1 d=5.66994e-149 t=112144
san ge 	三個	c=31 d=0.109902 t=112144
san ge biao 	三個表	c=1 d=7.00367e-105 t=112144
san ge ren 	三個人	c=1 d=2.39359e-121 t=112144
san ge yue 	三個月	c=1 d=8.93435e-87 t=112144
san guan 	三官	c=1 d=2.50377e-121 t=112144
san hang 	三行	c=1 d=2.25488e-07 t=112144
san he yi 	三合一	c=2 d=1.8087e-80 t=112144
san he yin 	三和音	c=1 d=1.80167e-73 t=112144
san ji 	三极	c=1 d=1.71099e-58 t=112144
san jiao 	三角	c=1 d=1.46974e-236 t=112144
san jie kong hua 	三界空花	c=0 d=3.74243e-86 t=112144
san lian 	三連	c=3 d=1.4977e-218 t=112144
san nian 	三年	c=2 d=7.49489e-79 t=112144
san pu ai 	三浦愛	c=0 d=6.92102e-84 t=112144
san pu ai ce 	三浦愛測	c=1 d=6.95571e-83 t=112144
san si 	三四	c=2 d=9.28655e-164 t=112144
san si zhou 	三四周	c=1 d=2.22232e-218 t=112144
